WindowId,Day,Session,Method,Start Date,End Date,Fulfilment Centre,Fulfilment Type,Start Time,End Time,Web Cutoff Day,Web Cutoff Time,Pickup Day,Pickup Time,Region,Limit,IsDelete
68866,Sunday,1102 CCAM,Pickup Pickup,20/1/2016,31/12/2099,VINCENTIA,HOMESHOP,08:00,09:00,Saturday,18:00,Sunday,05:15,1102 Vincentia LOCAL,40,
0,Sunday,1102 CCAM,Pickup Pickup,20/1/2016,31/12/2099,VINCENTIA,HOMESHOP,09:00,10:00,Saturday,18:00,Sunday,05:16,1102 Vincentia LOCAL,40,
0,Sunday,1102 CCAM,Pickup Pickup,20/1/2016,31/12/2099,VINCENTIA,HOMESHOP,10:00,11:00,Saturday,18:00,Sunday,05:17,1102 Vincentia LOCAL,40,
68867,Sunday,1102 CCMD,Pickup Pickup,20/1/2016,31/12/2099,VINCENTIA,HOMESHOP,11:00,12:00,Saturday,23:00,Sunday,10:00,1102 Vincentia LOCAL,40,
0,Sunday,1102 CCMD,Pickup Pickup,20/1/2016,31/12/2099,VINCENTIA,HOMESHOP,12:00,13:00,Saturday,23:00,Sunday,10:01,1102 Vincentia LOCAL,40,
0,Sunday,1102 CCMD,Pickup Pickup,20/1/2016,31/12/2099,VINCENTIA,HOMESHOP,13:00,14:00,Saturday,23:00,Sunday,10:02,1102 Vincentia LOCAL,40,
0,Sunday,1102 CCMD,Pickup Pickup,20/1/2016,31/12/2099,VINCENTIA,HOMESHOP,14:00,15:00,Saturday,23:00,Sunday,10:03,1102 Vincentia LOCAL,40,
0,Sunday,1102 CCMD,Pickup Pickup,20/1/2016,31/12/2099,VINCENTIA,HOMESHOP,15:00,16:00,Saturday,23:00,Sunday,10:04,1102 Vincentia LOCAL,40,
68868,Sunday,1102 CCPM,Pickup Pickup,20/1/2016,31/12/2099,VINCENTIA,HOMESHOP,16:00,17:00,Sunday,11:00,Sunday,14:30,1102 Vincentia LOCAL,40,
0,Sunday,1102 CCPM,Pickup Pickup,20/1/2016,31/12/2099,VINCENTIA,HOMESHOP,17:00,18:00,Sunday,11:00,Sunday,14:31,1102 Vincentia LOCAL,40,
0,Sunday,1102 CCPM,Pickup Pickup,20/1/2016,31/12/2099,VINCENTIA,HOMESHOP,18:00,19:00,Sunday,11:00,Sunday,14:32,1102 Vincentia LOCAL,40,
0,Sunday,1102 CCPM,Pickup Pickup,20/1/2016,31/12/2099,VINCENTIA,HOMESHOP,19:00,20:00,Sunday,11:00,Sunday,14:33,1102 Vincentia LOCAL,40,
68869,Monday,1102 CCAM,Pickup Pickup,20/1/2016,31/12/2099,VINCENTIA,HOMESHOP,08:00,09:00,Sunday,18:00,Monday,05:15,1102 Vincentia LOCAL,40,
0,Monday,1102 CCAM,Pickup Pickup,20/1/2016,31/12/2099,VINCENTIA,HOMESHOP,09:00,10:00,Sunday,18:00,Monday,05:16,1102 Vincentia LOCAL,40,
0,Monday,1102 CCAM,Pickup Pickup,20/1/2016,31/12/2099,VINCENTIA,HOMESHOP,10:00,11:00,Sunday,18:00,Monday,05:17,1102 Vincentia LOCAL,40,
68870,Monday,1102 CCMD,Pickup Pickup,20/1/2016,31/12/2099,VINCENTIA,HOMESHOP,11:00,12:00,Sunday,23:00,Monday,10:00,1102 Vincentia LOCAL,40,
0,Monday,1102 CCMD,Pickup Pickup,20/1/2016,31/12/2099,VINCENTIA,HOMESHOP,12:00,13:00,Sunday,23:00,Monday,10:01,1102 Vincentia LOCAL,40,
0,Monday,1102 CCMD,Pickup Pickup,20/1/2016,31/12/2099,VINCENTIA,HOMESHOP,13:00,14:00,Sunday,23:00,Monday,10:02,1102 Vincentia LOCAL,40,
0,Monday,1102 CCMD,Pickup Pickup,20/1/2016,31/12/2099,VINCENTIA,HOMESHOP,14:00,15:00,Sunday,23:00,Monday,10:03,1102 Vincentia LOCAL,40,
0,Monday,1102 CCMD,Pickup Pickup,20/1/2016,31/12/2099,VINCENTIA,HOMESHOP,15:00,16:00,Sunday,23:00,Monday,10:04,1102 Vincentia LOCAL,40,
68871,Monday,1102 CCPM,Pickup Pickup,20/1/2016,31/12/2099,VINCENTIA,HOMESHOP,16:00,17:00,Monday,11:00,Monday,14:30,1102 Vincentia LOCAL,40,
0,Monday,1102 CCPM,Pickup Pickup,20/1/2016,31/12/2099,VINCENTIA,HOMESHOP,17:00,18:00,Monday,11:00,Monday,14:31,1102 Vincentia LOCAL,40,
0,Monday,1102 CCPM,Pickup Pickup,20/1/2016,31/12/2099,VINCENTIA,HOMESHOP,18:00,19:00,Monday,11:00,Monday,14:32,1102 Vincentia LOCAL,40,
0,Monday,1102 CCPM,Pickup Pickup,20/1/2016,31/12/2099,VINCENTIA,HOMESHOP,19:00,20:00,Monday,11:00,Monday,14:33,1102 Vincentia LOCAL,40,
68872,Tuesday,1102 CCAM,Pickup Pickup,20/1/2016,31/12/2099,VINCENTIA,HOMESHOP,08:00,09:00,Monday,18:00,Tuesday,05:15,1102 Vincentia LOCAL,40,
0,Tuesday,1102 CCAM,Pickup Pickup,20/1/2016,31/12/2099,VINCENTIA,HOMESHOP,09:00,10:00,Monday,18:00,Tuesday,05:16,1102 Vincentia LOCAL,40,
0,Tuesday,1102 CCAM,Pickup Pickup,20/1/2016,31/12/2099,VINCENTIA,HOMESHOP,10:00,11:00,Monday,18:00,Tuesday,05:17,1102 Vincentia LOCAL,40,
68873,Tuesday,1102 CCMD,Pickup Pickup,20/1/2016,31/12/2099,VINCENTIA,HOMESHOP,11:00,12:00,Monday,23:00,Tuesday,10:00,1102 Vincentia LOCAL,40,
0,Tuesday,1102 CCMD,Pickup Pickup,20/1/2016,31/12/2099,VINCENTIA,HOMESHOP,12:00,13:00,Monday,23:00,Tuesday,10:01,1102 Vincentia LOCAL,40,
0,Tuesday,1102 CCMD,Pickup Pickup,20/1/2016,31/12/2099,VINCENTIA,HOMESHOP,13:00,14:00,Monday,23:00,Tuesday,10:02,1102 Vincentia LOCAL,40,
0,Tuesday,1102 CCMD,Pickup Pickup,20/1/2016,31/12/2099,VINCENTIA,HOMESHOP,14:00,15:00,Monday,23:00,Tuesday,10:03,1102 Vincentia LOCAL,40,
0,Tuesday,1102 CCMD,Pickup Pickup,20/1/2016,31/12/2099,VINCENTIA,HOMESHOP,15:00,16:00,Monday,23:00,Tuesday,10:04,1102 Vincentia LOCAL,40,
68874,Tuesday,1102 CCPM,Pickup Pickup,20/1/2016,31/12/2099,VINCENTIA,HOMESHOP,16:00,17:00,Tuesday,11:00,Tuesday,14:30,1102 Vincentia LOCAL,40,
0,Tuesday,1102 CCPM,Pickup Pickup,20/1/2016,31/12/2099,VINCENTIA,HOMESHOP,17:00,18:00,Tuesday,11:00,Tuesday,14:31,1102 Vincentia LOCAL,40,
0,Tuesday,1102 CCPM,Pickup Pickup,20/1/2016,31/12/2099,VINCENTIA,HOMESHOP,18:00,19:00,Tuesday,11:00,Tuesday,14:32,1102 Vincentia LOCAL,40,
0,Tuesday,1102 CCPM,Pickup Pickup,20/1/2016,31/12/2099,VINCENTIA,HOMESHOP,19:00,20:00,Tuesday,11:00,Tuesday,14:33,1102 Vincentia LOCAL,40,
68875,Wednesday,1102 CCAM,Pickup Pickup,20/1/2016,31/12/2099,VINCENTIA,HOMESHOP,08:00,09:00,Tuesday,18:00,Wednesday,05:15,1102 Vincentia LOCAL,40,
0,Wednesday,1102 CCAM,Pickup Pickup,20/1/2016,31/12/2099,VINCENTIA,HOMESHOP,09:00,10:00,Tuesday,18:00,Wednesday,05:16,1102 Vincentia LOCAL,40,
0,Wednesday,1102 CCAM,Pickup Pickup,20/1/2016,31/12/2099,VINCENTIA,HOMESHOP,10:00,11:00,Tuesday,18:00,Wednesday,05:17,1102 Vincentia LOCAL,40,
68876,Wednesday,1102 CCMD,Pickup Pickup,20/1/2016,31/12/2099,VINCENTIA,HOMESHOP,11:00,12:00,Tuesday,23:00,Wednesday,10:00,1102 Vincentia LOCAL,40,
0,Wednesday,1102 CCMD,Pickup Pickup,20/1/2016,31/12/2099,VINCENTIA,HOMESHOP,12:00,13:00,Tuesday,23:00,Wednesday,10:01,1102 Vincentia LOCAL,40,
0,Wednesday,1102 CCMD,Pickup Pickup,20/1/2016,31/12/2099,VINCENTIA,HOMESHOP,13:00,14:00,Tuesday,23:00,Wednesday,10:02,1102 Vincentia LOCAL,40,
0,Wednesday,1102 CCMD,Pickup Pickup,20/1/2016,31/12/2099,VINCENTIA,HOMESHOP,14:00,15:00,Tuesday,23:00,Wednesday,10:03,1102 Vincentia LOCAL,40,
0,Wednesday,1102 CCMD,Pickup Pickup,20/1/2016,31/12/2099,VINCENTIA,HOMESHOP,15:00,16:00,Tuesday,23:00,Wednesday,10:04,1102 Vincentia LOCAL,40,
68877,Wednesday,1102 CCPM,Pickup Pickup,20/1/2016,31/12/2099,VINCENTIA,HOMESHOP,16:00,17:00,Wednesday,11:00,Wednesday,14:30,1102 Vincentia LOCAL,40,
0,Wednesday,1102 CCPM,Pickup Pickup,20/1/2016,31/12/2099,VINCENTIA,HOMESHOP,17:00,18:00,Wednesday,11:00,Wednesday,14:31,1102 Vincentia LOCAL,40,
0,Wednesday,1102 CCPM,Pickup Pickup,20/1/2016,31/12/2099,VINCENTIA,HOMESHOP,18:00,19:00,Wednesday,11:00,Wednesday,14:32,1102 Vincentia LOCAL,40,
0,Wednesday,1102 CCPM,Pickup Pickup,20/1/2016,31/12/2099,VINCENTIA,HOMESHOP,19:00,20:00,Wednesday,11:00,Wednesday,14:33,1102 Vincentia LOCAL,40,
68878,Thursday,1102 CCAM,Pickup Pickup,20/1/2016,31/12/2099,VINCENTIA,HOMESHOP,08:00,09:00,Wednesday,18:00,Thursday,05:15,1102 Vincentia LOCAL,40,
0,Thursday,1102 CCAM,Pickup Pickup,20/1/2016,31/12/2099,VINCENTIA,HOMESHOP,09:00,10:00,Wednesday,18:00,Thursday,05:16,1102 Vincentia LOCAL,40,
0,Thursday,1102 CCAM,Pickup Pickup,20/1/2016,31/12/2099,VINCENTIA,HOMESHOP,10:00,11:00,Wednesday,18:00,Thursday,05:17,1102 Vincentia LOCAL,40,
68879,Thursday,1102 CCMD,Pickup Pickup,20/1/2016,31/12/2099,VINCENTIA,HOMESHOP,11:00,12:00,Wednesday,23:00,Thursday,10:00,1102 Vincentia LOCAL,40,
0,Thursday,1102 CCMD,Pickup Pickup,20/1/2016,31/12/2099,VINCENTIA,HOMESHOP,12:00,13:00,Wednesday,23:00,Thursday,10:01,1102 Vincentia LOCAL,40,
0,Thursday,1102 CCMD,Pickup Pickup,20/1/2016,31/12/2099,VINCENTIA,HOMESHOP,13:00,14:00,Wednesday,23:00,Thursday,10:02,1102 Vincentia LOCAL,40,
0,Thursday,1102 CCMD,Pickup Pickup,20/1/2016,31/12/2099,VINCENTIA,HOMESHOP,14:00,15:00,Wednesday,23:00,Thursday,10:03,1102 Vincentia LOCAL,40,
0,Thursday,1102 CCMD,Pickup Pickup,20/1/2016,31/12/2099,VINCENTIA,HOMESHOP,15:00,16:00,Wednesday,23:00,Thursday,10:04,1102 Vincentia LOCAL,40,
68880,Thursday,1102 CCPM,Pickup Pickup,20/1/2016,31/12/2099,VINCENTIA,HOMESHOP,16:00,17:00,Thursday,11:00,Thursday,14:30,1102 Vincentia LOCAL,40,
0,Thursday,1102 CCPM,Pickup Pickup,20/1/2016,31/12/2099,VINCENTIA,HOMESHOP,17:00,18:00,Thursday,11:00,Thursday,14:31,1102 Vincentia LOCAL,40,
0,Thursday,1102 CCPM,Pickup Pickup,20/1/2016,31/12/2099,VINCENTIA,HOMESHOP,18:00,19:00,Thursday,11:00,Thursday,14:32,1102 Vincentia LOCAL,40,
0,Thursday,1102 CCPM,Pickup Pickup,20/1/2016,31/12/2099,VINCENTIA,HOMESHOP,19:00,20:00,Thursday,11:00,Thursday,14:33,1102 Vincentia LOCAL,40,
68881,Friday,1102 CCAM,Pickup Pickup,20/1/2016,31/12/2099,VINCENTIA,HOMESHOP,08:00,09:00,Thursday,18:00,Friday,05:15,1102 Vincentia LOCAL,40,
0,Friday,1102 CCAM,Pickup Pickup,20/1/2016,31/12/2099,VINCENTIA,HOMESHOP,09:00,10:00,Thursday,18:00,Friday,05:16,1102 Vincentia LOCAL,40,
0,Friday,1102 CCAM,Pickup Pickup,20/1/2016,31/12/2099,VINCENTIA,HOMESHOP,10:00,11:00,Thursday,18:00,Friday,05:17,1102 Vincentia LOCAL,40,
68882,Friday,1102 CCMD,Pickup Pickup,20/1/2016,31/12/2099,VINCENTIA,HOMESHOP,11:00,12:00,Thursday,23:00,Friday,10:00,1102 Vincentia LOCAL,40,
0,Friday,1102 CCMD,Pickup Pickup,20/1/2016,31/12/2099,VINCENTIA,HOMESHOP,12:00,13:00,Thursday,23:00,Friday,10:01,1102 Vincentia LOCAL,40,
0,Friday,1102 CCMD,Pickup Pickup,20/1/2016,31/12/2099,VINCENTIA,HOMESHOP,13:00,14:00,Thursday,23:00,Friday,10:02,1102 Vincentia LOCAL,40,
0,Friday,1102 CCMD,Pickup Pickup,20/1/2016,31/12/2099,VINCENTIA,HOMESHOP,14:00,15:00,Thursday,23:00,Friday,10:03,1102 Vincentia LOCAL,40,
0,Friday,1102 CCMD,Pickup Pickup,20/1/2016,31/12/2099,VINCENTIA,HOMESHOP,15:00,16:00,Thursday,23:00,Friday,10:04,1102 Vincentia LOCAL,40,
68883,Friday,1102 CCPM,Pickup Pickup,20/1/2016,31/12/2099,VINCENTIA,HOMESHOP,16:00,17:00,Friday,11:00,Friday,14:30,1102 Vincentia LOCAL,40,
0,Friday,1102 CCPM,Pickup Pickup,20/1/2016,31/12/2099,VINCENTIA,HOMESHOP,17:00,18:00,Friday,11:00,Friday,14:31,1102 Vincentia LOCAL,40,
0,Friday,1102 CCPM,Pickup Pickup,20/1/2016,31/12/2099,VINCENTIA,HOMESHOP,18:00,19:00,Friday,11:00,Friday,14:32,1102 Vincentia LOCAL,40,
0,Friday,1102 CCPM,Pickup Pickup,20/1/2016,31/12/2099,VINCENTIA,HOMESHOP,19:00,20:00,Friday,11:00,Friday,14:33,1102 Vincentia LOCAL,40,
68884,Saturday,1102 CCAM,Pickup Pickup,20/1/2016,31/12/2099,VINCENTIA,HOMESHOP,08:00,09:00,Friday,18:00,Saturday,05:15,1102 Vincentia LOCAL,40,
0,Saturday,1102 CCAM,Pickup Pickup,20/1/2016,31/12/2099,VINCENTIA,HOMESHOP,09:00,10:00,Friday,18:00,Saturday,05:16,1102 Vincentia LOCAL,40,
0,Saturday,1102 CCAM,Pickup Pickup,20/1/2016,31/12/2099,VINCENTIA,HOMESHOP,10:00,11:00,Friday,18:00,Saturday,05:17,1102 Vincentia LOCAL,40,
68885,Saturday,1102 CCMD,Pickup Pickup,20/1/2016,31/12/2099,VINCENTIA,HOMESHOP,11:00,12:00,Friday,23:00,Saturday,10:00,1102 Vincentia LOCAL,40,
0,Saturday,1102 CCMD,Pickup Pickup,20/1/2016,31/12/2099,VINCENTIA,HOMESHOP,12:00,13:00,Friday,23:00,Saturday,10:01,1102 Vincentia LOCAL,40,
0,Saturday,1102 CCMD,Pickup Pickup,20/1/2016,31/12/2099,VINCENTIA,HOMESHOP,13:00,14:00,Friday,23:00,Saturday,10:02,1102 Vincentia LOCAL,40,
0,Saturday,1102 CCMD,Pickup Pickup,20/1/2016,31/12/2099,VINCENTIA,HOMESHOP,14:00,15:00,Friday,23:00,Saturday,10:03,1102 Vincentia LOCAL,40,
0,Saturday,1102 CCMD,Pickup Pickup,20/1/2016,31/12/2099,VINCENTIA,HOMESHOP,15:00,16:00,Friday,23:00,Saturday,10:04,1102 Vincentia LOCAL,40,
68886,Saturday,1102 CCPM,Pickup Pickup,20/1/2016,31/12/2099,VINCENTIA,HOMESHOP,16:00,17:00,Saturday,11:00,Saturday,14:30,1102 Vincentia LOCAL,40,
0,Saturday,1102 CCPM,Pickup Pickup,20/1/2016,31/12/2099,VINCENTIA,HOMESHOP,17:00,18:00,Saturday,11:00,Saturday,14:31,1102 Vincentia LOCAL,40,
0,Saturday,1102 CCPM,Pickup Pickup,20/1/2016,31/12/2099,VINCENTIA,HOMESHOP,18:00,19:00,Saturday,11:00,Saturday,14:32,1102 Vincentia LOCAL,40,
0,Saturday,1102 CCPM,Pickup Pickup,20/1/2016,31/12/2099,VINCENTIA,HOMESHOP,19:00,20:00,Saturday,11:00,Saturday,14:33,1102 Vincentia LOCAL,40,
